date,category,region,units,price,revenue
2025-07-03,Gadgets,EMEA,4,29.68,118.72
2025-07-04,Food,AMER,4,33.22,132.88
2025-07-04,Apparel,EMEA,19,26.1,495.9
2025-07-04,Apparel,APAC,3,15.48,46.44
2025-07-04,Apparel,EMEA,8,35.86,286.88
2025-07-04,Apparel,AMER,3,34.67,104.01
2025-07-04,Food,APAC,1,25.19,25.19
2025-07-04,Sports,AMER,20,40.24,804.8
2025-07-04,Food,APAC,5,22.34,111.7
2025-07-04,Gadgets,AMER,12,21.84,262.08
2025-07-04,Gadgets,EMEA,7,22.68,158.76
2025-07-04,Sports,APAC,4,26.29,105.16
2025-07-04,Gadgets,EMEA,12,28.7,344.4
2025-07-04,Food,AMER,3,42.06,126.18
2025-07-04,Food,APAC,2,39.99,79.98
2025-07-04,Gadgets,AMER,14,29.57,413.98
2025-07-04,Gadgets,APAC,2,20.8,41.6
2025-07-04,Gadgets,APAC,7,24.4,170.8
2025-07-04,Home,EMEA,16,21.69,347.04
2025-07-04,Gadgets,APAC,6,25.62,153.72
2025-07-04,Home,EMEA,8,31.64,253.12
2025-07-04,Apparel,AMER,16,26.82,429.12
2025-07-04,Gadgets,AMER,5,21.82,109.1
2025-07-05,Gadgets,EMEA,6,32.42,194.52
2025-07-05,Food,AMER,6,30.82,184.92
2025-07-05,Food,EMEA,15,14.03,210.45
2025-07-05,Sports,EMEA,35,34.22,1197.7
2025-07-05,Sports,AMER,19,30.66,582.54
2025-07-05,Food,APAC,8,24.78,198.24
2025-07-05,Gadgets,AMER,5,31.6,158.0
2025-07-05,Food,APAC,12,32.59,391.08
2025-07-05,Home,EMEA,19,16.87,320.53
2025-07-05,Food,EMEA,1,32.65,32.65
2025-07-05,Home,APAC,6,21.17,127.02
2025-07-05,Apparel,APAC,34,47.1,1601.4
2025-07-05,Sports,AMER,25,3.25,81.25
2025-07-05,Sports,EMEA,5,34.66,173.3
2025-07-05,Food,AMER,3,33.24,99.72
2025-07-05,Food,AMER,17,27.29,463.93
2025-07-05,Gadgets,AMER,10,37.04,370.4
2025-07-05,Food,EMEA,2,30.65,61.3
2025-07-05,Gadgets,AMER,15,15.58,233.7
2025-07-05,Sports,EMEA,6,40.01,240.06
2025-07-05,Home,EMEA,3,22.39,67.17
2025-07-05,Food,EMEA,8,32.76,262.08
2025-07-05,Sports,EMEA,15,44.19,662.85
2025-07-05,Gadgets,EMEA,1,26.77,26.77
2025-07-05,Apparel,EMEA,7,42.33,296.31
2025-07-05,Food,AMER,13,30.15,391.95
2025-07-06,Home,APAC,13,28.44,369.72
2025-07-06,Home,APAC,6,34.68,208.08
2025-07-06,Home,AMER,3,19.43,58.29
2025-07-06,Sports,APAC,4,31.15,124.6
2025-07-06,Gadgets,EMEA,1,18.34,18.34
2025-07-06,Apparel,APAC,11,22.87,251.57
2025-07-06,Sports,APAC,10,27.35,273.5
2025-07-06,Food,AMER,6,25.97,155.82
2025-07-06,Apparel,APAC,3,30.7,92.1
2025-07-06,Home,APAC,4,26.48,105.92
2025-07-06,Gadgets,AMER,16,20.54,328.64
2025-07-06,Apparel,APAC,9,20.39,183.51
2025-07-06,Sports,AMER,20,39.58,791.6
2025-07-06,Food,AMER,14,41.84,585.76
2025-07-06,Apparel,APAC,26,22.47,584.22
2025-07-06,Home,APAC,3,43.84,131.52
2025-07-06,Apparel,AMER,5,28.97,144.85
2025-07-06,Sports,EMEA,4,35.69,142.76
2025-07-06,Sports,APAC,10,29.4,294.0
2025-07-06,Gadgets,AMER,17,22.27,378.59
2025-07-06,Home,APAC,9,24.0,216.0
2025-07-06,Food,EMEA,20,30.77,615.4
2025-07-06,Food,EMEA,4,38.38,153.52
2025-07-06,Sports,APAC,3,20.94,62.82
2025-07-06,Gadgets,AMER,1,27.98,27.98
2025-07-06,Sports,EMEA,1,37.35,37.35
2025-07-06,Sports,AMER,3,35.59,106.77
2025-07-06,Apparel,AMER,18,25.27,454.86
2025-07-06,Food,APAC,2,37.5,75.0
2025-07-06,Gadgets,EMEA,9,24.46,220.14
2025-07-06,Sports,AMER,2,34.32,68.64
2025-07-06,Food,EMEA,6,5.21,31.26
2025-07-06,Gadgets,APAC,5,28.96,144.8
2025-07-06,Sports,EMEA,3,33.63,100.89
2025-07-06,Sports,AMER,21,28.09,589.89
2025-07-07,Sports,EMEA,3,37.29,111.87
2025-07-07,Food,APAC,8,41.07,328.56
2025-07-07,Home,APAC,1,36.78,36.78
2025-07-07,Food,AMER,7,10.57,73.99
2025-07-07,Apparel,EMEA,6,32.94,197.64
2025-07-07,Food,EMEA,3,34.16,102.48
2025-07-07,Apparel,EMEA,10,39.63,396.3
2025-07-07,Gadgets,APAC,4,37.06,148.24
2025-07-07,Sports,EMEA,5,26.55,132.75
2025-07-07,Gadgets,EMEA,29,29.13,844.77
2025-07-07,Sports,AMER,28,36.9,1033.2
2025-07-07,Gadgets,AMER,3,27.79,83.37
2025-07-07,Sports,EMEA,1,34.11,34.11
2025-07-07,Home,APAC,3,32.36,97.08
2025-07-07,Food,AMER,2,28.49,56.98
2025-07-07,Gadgets,APAC,1,39.57,39.57
2025-07-07,Apparel,APAC,6,22.71,136.26
2025-07-07,Apparel,APAC,6,11.68,70.08
2025-07-07,Food,AMER,4,32.89,131.56
2025-07-07,Sports,AMER,8,27.1,216.8
2025-07-07,Apparel,AMER,14,37.91,530.74
2025-07-07,Sports,EMEA,19,26.14,496.66
2025-07-07,Food,APAC,19,22.13,420.47
2025-07-07,Apparel,APAC,14,37.31,522.34
2025-07-07,Sports,APAC,11,18.21,200.31
2025-07-07,Sports,EMEA,6,34.22,205.32
2025-07-07,Food,AMER,4,26.44,105.76
2025-07-07,Home,APAC,10,36.75,367.5
2025-07-07,Food,AMER,1,26.1,26.1
2025-07-07,Gadgets,AMER,2,18.34,36.68
2025-07-07,Gadgets,AMER,9,30.22,271.98
2025-07-07,Gadgets,EMEA,1,29.51,29.51
2025-07-07,Apparel,APAC,16,31.21,499.36
2025-07-07,Gadgets,EMEA,1,41.58,41.58
2025-07-08,Sports,AMER,7,41.71,291.97
2025-07-08,Home,APAC,4,20.18,80.72
2025-07-08,Food,EMEA,8,9.56,76.48
2025-07-08,Food,EMEA,9,19.11,171.99
2025-07-08,Gadgets,APAC,2,21.22,42.44
2025-07-08,Food,EMEA,1,35.88,35.88
2025-07-08,Gadgets,APAC,5,20.07,100.35
2025-07-08,Home,EMEA,13,33.69,437.97
2025-07-08,Apparel,AMER,1,28.17,28.17
2025-07-08,Gadgets,AMER,20,24.11,482.2
2025-07-08,Apparel,EMEA,2,30.91,61.82
2025-07-08,Sports,AMER,20,29.63,592.6
2025-07-08,Sports,EMEA,10,24.34,243.4
2025-07-08,Apparel,EMEA,8,29.44,235.52
2025-07-08,Sports,APAC,2,34.23,68.46
2025-07-08,Home,APAC,20,27.91,558.2
2025-07-08,Home,APAC,3,20.86,62.58
2025-07-08,Gadgets,AMER,3,29.72,89.16
2025-07-08,Home,APAC,5,24.27,121.35
2025-07-08,Home,AMER,4,19.92,79.68
2025-07-08,Food,AMER,29,20.32,589.28
2025-07-08,Sports,AMER,1,31.72,31.72
2025-07-08,Apparel,EMEA,10,21.18,211.8
2025-07-08,Gadgets,AMER,30,37.34,1120.2
2025-07-08,Food,AMER,1,21.51,21.51
2025-07-08,Sports,APAC,14,25.63,358.82
2025-07-08,Gadgets,EMEA,8,24.88,199.04
2025-07-09,Food,AMER,8,21.76,174.08
2025-07-09,Sports,EMEA,4,27.24,108.96
2025-07-09,Apparel,EMEA,12,26.7,320.4
2025-07-09,Sports,APAC,37,27.05,1000.85
2025-07-09,Sports,EMEA,10,16.41,164.1
2025-07-09,Gadgets,AMER,6,23.75,142.5
2025-07-09,Gadgets,AMER,3,31.88,95.64
2025-07-09,Sports,AMER,33,35.8,1181.4
2025-07-09,Food,AMER,12,34.97,419.64
2025-07-09,Home,AMER,2,41.61,83.22
2025-07-09,Gadgets,AMER,11,38.2,420.2
2025-07-09,Apparel,APAC,2,32.05,64.1
2025-07-09,Gadgets,AMER,10,23.49,234.9
2025-07-09,Apparel,EMEA,3,34.24,102.72
2025-07-09,Food,AMER,8,32.54,260.32
2025-07-09,Home,EMEA,19,24.27,461.13
2025-07-09,Apparel,EMEA,5,35.92,179.6
2025-07-09,Food,APAC,10,25.11,251.1
2025-07-09,Gadgets,APAC,2,33.68,67.36
2025-07-09,Apparel,EMEA,3,21.98,65.94
2025-07-09,Sports,EMEA,14,47.21,660.94
2025-07-09,Apparel,EMEA,2,12.58,25.16
2025-07-09,Apparel,APAC,13,28.3,367.9
2025-07-09,Home,APAC,21,41.99,881.79
2025-07-09,Food,AMER,3,19.38,58.14
2025-07-09,Sports,EMEA,4,28.73,114.92
2025-07-09,Home,APAC,8,20.12,160.96
2025-07-09,Gadgets,AMER,2,30.33,60.66
2025-07-09,Gadgets,APAC,13,48.42,629.46
2025-07-09,Home,APAC,6,28.14,168.84
2025-07-09,Home,APAC,10,30.19,301.9
2025-07-09,Home,EMEA,2,33.56,67.12
2025-07-09,Home,APAC,4,29.64,118.56
2025-07-09,Apparel,EMEA,2,24.69,49.38
2025-07-10,Food,EMEA,1,35.12,35.12
2025-07-10,Apparel,APAC,4,35.36,141.44
2025-07-10,Home,AMER,3,29.26,87.78
2025-07-10,Home,APAC,2,31.44,62.88
2025-07-10,Home,EMEA,4,36.65,146.6
2025-07-10,Home,AMER,4,37.74,150.96
2025-07-10,Gadgets,AMER,2,30.85,61.7
2025-07-10,Gadgets,EMEA,17,27.26,463.42
2025-07-10,Apparel,AMER,8,41.09,328.72
2025-07-10,Apparel,APAC,6,34.87,209.22
2025-07-10,Sports,AMER,4,32.46,129.84
2025-07-10,Sports,APAC,7,29.12,203.84
2025-07-10,Food,AMER,1,20.53,20.53
2025-07-10,Apparel,APAC,20,33.66,673.2
2025-07-10,Food,APAC,7,25.95,181.65
2025-07-10,Home,APAC,4,23.69,94.76
2025-07-10,Sports,EMEA,5,32.23,161.15
2025-07-10,Sports,EMEA,7,34.89,244.23
2025-07-10,Apparel,EMEA,23,24.42,561.66
2025-07-10,Food,APAC,3,23.43,70.29
2025-07-10,Apparel,AMER,1,32.49,32.49
2025-07-10,Apparel,APAC,9,48.44,435.96
2025-07-10,Sports,EMEA,2,25.32,50.64
2025-07-10,Gadgets,AMER,7,17.2,120.4
2025-07-10,Food,EMEA,2,36.03,72.06
2025-07-10,Sports,EMEA,2,40.19,80.38
2025-07-10,Sports,EMEA,16,22.03,352.48
2025-07-10,Food,EMEA,1,37.75,37.75
2025-07-10,Gadgets,EMEA,1,22.33,22.33
2025-07-10,Gadgets,AMER,6,28.52,171.12
2025-07-11,Sports,AMER,9,24.87,223.83
2025-07-11,Food,EMEA,1,15.64,15.64
2025-07-11,Sports,APAC,3,31.63,94.89
2025-07-11,Food,AMER,3,30.83,92.49
2025-07-11,Gadgets,APAC,13,36.33,472.29
2025-07-11,Food,APAC,2,37.25,74.5
2025-07-11,Gadgets,APAC,11,26.63,292.93
2025-07-11,Food,APAC,1,25.75,25.75
2025-07-11,Apparel,EMEA,2,32.05,64.1
2025-07-11,Home,EMEA,17,37.88,643.96
2025-07-11,Home,AMER,3,40.91,122.73
2025-07-11,Sports,EMEA,6,31.51,189.06
2025-07-11,Gadgets,EMEA,10,24.28,242.8
2025-07-11,Home,EMEA,4,58.35,233.4
2025-07-11,Apparel,AMER,3,36.43,109.29
2025-07-11,Home,EMEA,15,11.48,172.2
2025-07-11,Sports,APAC,4,30.22,120.88
2025-07-11,Gadgets,EMEA,21,17.71,371.91
2025-07-11,Food,AMER,18,39.45,710.1
2025-07-11,Apparel,APAC,1,29.84,29.84
2025-07-11,Home,EMEA,11,26.76,294.36
2025-07-11,Gadgets,AMER,32,29.42,941.44
2025-07-11,Food,EMEA,4,30.63,122.52
2025-07-11,Sports,APAC,2,25.39,50.78
2025-07-12,Gadgets,AMER,23,26.24,603.52
2025-07-12,Gadgets,AMER,1,34.9,34.9
2025-07-12,Sports,EMEA,13,36.95,480.35
2025-07-12,Home,APAC,21,38.59,810.39
2025-07-12,Food,APAC,19,23.72,450.68
2025-07-12,Food,APAC,1,26.77,26.77
2025-07-12,Apparel,APAC,18,38.54,693.72
2025-07-12,Food,AMER,2,39.86,79.72
2025-07-12,Home,AMER,1,31.28,31.28
2025-07-12,Food,APAC,29,34.06,987.74
2025-07-12,Food,EMEA,7,31.35,219.45
2025-07-12,Home,APAC,13,23.97,311.61
2025-07-12,Food,EMEA,6,41.35,248.1
2025-07-12,Gadgets,EMEA,6,35.97,215.82
2025-07-12,Home,AMER,14,29.19,408.66
2025-07-12,Sports,APAC,2,44.12,88.24
2025-07-12,Sports,APAC,18,30.67,552.06
2025-07-12,Gadgets,AMER,7,13.09,91.63
2025-07-12,Sports,APAC,12,32.81,393.72
2025-07-12,Food,AMER,10,28.02,280.2
2025-07-12,Gadgets,EMEA,2,22.17,44.34
2025-07-12,Home,EMEA,8,28.38,227.04
2025-07-12,Gadgets,AMER,3,38.46,115.38
2025-07-12,Apparel,AMER,23,21.71,499.33
2025-07-12,Food,AMER,5,23.14,115.7
2025-07-12,Gadgets,APAC,8,31.11,248.88
2025-07-12,Gadgets,EMEA,7,41.48,290.36
2025-07-12,Sports,AMER,8,40.08,320.64
2025-07-12,Gadgets,EMEA,19,44.58,847.02
2025-07-12,Home,EMEA,32,37.23,1191.36
2025-07-12,Gadgets,EMEA,12,27.18,326.16
2025-07-12,Apparel,EMEA,21,31.36,658.56
2025-07-12,Apparel,EMEA,4,32.32,129.28
2025-07-12,Food,AMER,1,13.21,13.21
2025-07-13,Gadgets,APAC,13,21.3,276.9
2025-07-13,Apparel,EMEA,6,18.95,113.7
2025-07-13,Home,APAC,12,19.92,239.04
2025-07-13,Gadgets,EMEA,15,38.03,570.45
2025-07-13,Gadgets,AMER,1,39.24,39.24
2025-07-13,Home,APAC,11,33.75,371.25
2025-07-13,Home,EMEA,9,20.5,184.5
2025-07-13,Apparel,AMER,3,33.61,100.83
2025-07-13,Food,APAC,34,30.15,1025.1
2025-07-13,Apparel,EMEA,9,30.41,273.69
2025-07-13,Sports,APAC,4,32.59,130.36
2025-07-13,Apparel,AMER,28,36.06,1009.68
2025-07-13,Sports,AMER,4,33.69,134.76
2025-07-13,Apparel,EMEA,15,25.08,376.2
2025-07-13,Sports,EMEA,2,27.02,54.04
2025-07-13,Apparel,AMER,9,12.17,109.53
2025-07-13,Sports,APAC,18,29.36,528.48
2025-07-13,Sports,AMER,1,23.24,23.24
2025-07-13,Sports,EMEA,1,25.78,25.78
2025-07-13,Gadgets,APAC,9,21.56,194.04
2025-07-13,Gadgets,APAC,51,25.9,1320.9
2025-07-13,Food,AMER,3,38.18,114.54
2025-07-13,Food,AMER,12,23.32,279.84
2025-07-13,Apparel,APAC,1,27.63,27.63
2025-07-14,Sports,APAC,2,6.97,13.94
2025-07-14,Home,EMEA,4,22.19,88.76
2025-07-14,Gadgets,APAC,6,34.5,207.0
2025-07-14,Food,APAC,1,23.34,23.34
2025-07-14,Food,APAC,10,31.3,313.0
2025-07-14,Gadgets,APAC,13,30.2,392.6
2025-07-14,Sports,APAC,5,37.8,189.0
2025-07-14,Gadgets,AMER,3,17.72,53.16
2025-07-14,Food,AMER,9,27.14,244.26
2025-07-14,Food,EMEA,19,28.01,532.19
2025-07-14,Gadgets,APAC,3,22.47,67.41
2025-07-14,Sports,APAC,1,28.79,28.79
2025-07-14,Gadgets,AMER,4,20.83,83.32
2025-07-14,Gadgets,APAC,21,33.52,703.92
2025-07-14,Food,APAC,3,37.33,111.99
2025-07-14,Gadgets,APAC,1,30.71,30.71
2025-07-14,Sports,EMEA,48,26.03,1249.44
2025-07-14,Apparel,EMEA,4,41.02,164.08
2025-07-14,Gadgets,AMER,2,27.76,55.52
2025-07-14,Food,APAC,12,30.51,366.12
2025-07-14,Sports,APAC,1,35.17,35.17
2025-07-14,Sports,EMEA,24,28.07,673.68
2025-07-14,Home,APAC,20,38.59,771.8
2025-07-15,Gadgets,AMER,12,30.57,366.84
2025-07-15,Gadgets,AMER,2,44.15,88.3
2025-07-15,Home,AMER,3,40.11,120.33
2025-07-15,Food,EMEA,4,38.5,154.0
2025-07-15,Apparel,AMER,2,33.51,67.02
2025-07-15,Apparel,AMER,4,30.61,122.44
2025-07-15,Home,EMEA,11,26.81,294.91
2025-07-15,Sports,EMEA,1,25.31,25.31
2025-07-15,Apparel,APAC,3,39.15,117.45
2025-07-15,Home,AMER,37,25.55,945.35
2025-07-15,Sports,APAC,17,17.46,296.82
2025-07-15,Apparel,EMEA,64,23.48,1502.72
2025-07-15,Sports,AMER,6,43.14,258.84
2025-07-15,Food,APAC,13,37.55,488.15
2025-07-15,Food,APAC,1,35.25,35.25
2025-07-15,Sports,AMER,3,29.73,89.19
2025-07-15,Food,AMER,8,35.88,287.04
2025-07-15,Gadgets,EMEA,4,19.09,76.36
2025-07-15,Food,APAC,9,36.79,331.11
2025-07-15,Sports,EMEA,6,30.21,181.26
2025-07-15,Apparel,EMEA,5,36.25,181.25
2025-07-15,Food,APAC,2,42.99,85.98
2025-07-15,Sports,APAC,4,36.48,145.92
2025-07-15,Home,EMEA,9,29.19,262.71
2025-07-15,Sports,APAC,7,34.21,239.47
2025-07-15,Sports,AMER,21,21.88,459.48
2025-07-15,Sports,APAC,25,32.78,819.5
2025-07-15,Home,AMER,2,25.68,51.36
2025-07-15,Apparel,AMER,8,30.02,240.16
2025-07-16,Food,APAC,1,30.69,30.69
2025-07-16,Food,AMER,16,23.05,368.8
2025-07-16,Home,EMEA,25,25.36,634.0
2025-07-16,Home,APAC,22,25.81,567.82
2025-07-16,Food,AMER,14,30.93,433.02
2025-07-16,Home,APAC,11,27.6,303.6
2025-07-16,Gadgets,APAC,12,20.62,247.44
2025-07-16,Food,APAC,5,28.36,141.8
2025-07-16,Gadgets,APAC,3,15.43,46.29
2025-07-16,Home,APAC,18,28.78,518.04
2025-07-16,Home,APAC,10,24.16,241.6
2025-07-16,Gadgets,APAC,1,35.18,35.18
2025-07-16,Food,EMEA,16,24.5,392.0
2025-07-16,Food,APAC,22,39.48,868.56
2025-07-16,Apparel,EMEA,8,35.61,284.88
2025-07-16,Food,AMER,8,45.23,361.84
2025-07-16,Gadgets,EMEA,20,39.19,783.8
2025-07-16,Gadgets,EMEA,1,38.37,38.37
2025-07-16,Sports,AMER,5,26.41,132.05
2025-07-16,Sports,EMEA,13,32.31,420.03
2025-07-16,Gadgets,EMEA,10,34.63,346.3
2025-07-16,Apparel,AMER,36,18.63,670.68
2025-07-16,Food,EMEA,18,24.82,446.76
2025-07-16,Home,AMER,2,23.9,47.8
2025-07-16,Sports,APAC,3,20.14,60.42
2025-07-16,Gadgets,AMER,9,13.87,124.83
2025-07-16,Home,AMER,3,34.99,104.97
2025-07-16,Sports,EMEA,8,26.01,208.08
2025-07-16,Food,AMER,4,41.49,165.96
2025-07-16,Apparel,APAC,6,28.99,173.94
2025-07-16,Home,APAC,13,25.86,336.18
2025-07-16,Gadgets,APAC,7,30.54,213.78
2025-07-16,Apparel,APAC,26,37.32,970.32
2025-07-16,Gadgets,EMEA,7,22.98,160.86
2025-07-16,Home,EMEA,3,12.64,37.92
2025-07-16,Gadgets,APAC,15,36.27,544.05
2025-07-16,Sports,EMEA,16,50.89,814.24
2025-07-16,Gadgets,EMEA,25,20.3,507.5
2025-07-16,Food,AMER,17,24.48,416.16
2025-07-17,Apparel,APAC,11,28.52,313.72
2025-07-17,Sports,EMEA,2,28.41,56.82
2025-07-17,Home,AMER,8,17.36,138.88
2025-07-17,Apparel,APAC,3,28.81,86.43
2025-07-17,Food,EMEA,5,36.18,180.9
2025-07-17,Gadgets,AMER,3,38.97,116.91
2025-07-17,Home,APAC,13,37.64,489.32
2025-07-17,Food,AMER,9,28.1,252.9
2025-07-17,Apparel,APAC,11,33.7,370.7
2025-07-17,Food,AMER,1,32.56,32.56
2025-07-17,Apparel,AMER,8,37.8,302.4
2025-07-17,Apparel,APAC,4,35.13,140.52
2025-07-17,Home,APAC,20,19.09,381.8
2025-07-17,Gadgets,EMEA,6,40.85,245.1
2025-07-17,Gadgets,EMEA,3,26.75,80.25
2025-07-17,Sports,AMER,17,33.6,571.2
2025-07-17,Apparel,EMEA,14,32.86,460.04
2025-07-17,Home,AMER,11,28.2,310.2
2025-07-17,Home,AMER,6,24.22,145.32
2025-07-17,Gadgets,APAC,2,34.93,69.86
2025-07-17,Sports,EMEA,21,28.4,596.4
2025-07-17,Apparel,APAC,6,31.89,191.34
2025-07-17,Gadgets,EMEA,12,27.6,331.2
2025-07-17,Gadgets,APAC,13,28.84,374.92
2025-07-17,Sports,APAC,27,30.58,825.66
2025-07-17,Sports,AMER,5,15.28,76.4
2025-07-17,Home,EMEA,3,20.13,60.39
2025-07-17,Apparel,EMEA,2,35.21,70.42
2025-07-17,Home,APAC,5,31.68,158.4
2025-07-17,Home,AMER,4,43.06,172.24
2025-07-17,Apparel,EMEA,7,35.7,249.9
2025-07-17,Apparel,APAC,11,34.19,376.09
2025-07-17,Apparel,AMER,27,43.14,1164.78
2025-07-17,Apparel,AMER,2,27.54,55.08
2025-07-17,Apparel,AMER,3,22.93,68.79
2025-07-17,Apparel,APAC,20,36.55,731.0
2025-07-17,Food,AMER,3,51.22,153.66
2025-07-17,Gadgets,APAC,13,18.83,244.79
2025-07-18,Gadgets,APAC,18,39.71,714.78
2025-07-18,Gadgets,APAC,11,27.43,301.73
2025-07-18,Food,EMEA,13,37.11,482.43
2025-07-18,Gadgets,APAC,2,23.82,47.64
2025-07-18,Apparel,APAC,9,22.96,206.64
2025-07-18,Home,AMER,4,18.26,73.04
2025-07-18,Gadgets,AMER,1,36.86,36.86
2025-07-18,Food,EMEA,12,29.01,348.12
2025-07-18,Sports,AMER,25,24.8,620.0
2025-07-18,Food,APAC,2,34.25,68.5
2025-07-18,Gadgets,APAC,1,32.68,32.68
2025-07-18,Apparel,AMER,24,36.7,880.8
2025-07-18,Sports,APAC,5,22.97,114.85
2025-07-18,Home,APAC,16,33.28,532.48
2025-07-18,Home,AMER,2,12.04,24.08
2025-07-18,Food,AMER,2,26.27,52.54
2025-07-18,Gadgets,APAC,2,25.82,51.64
2025-07-18,Apparel,EMEA,3,31.63,94.89
2025-07-18,Food,EMEA,11,33.39,367.29
2025-07-18,Sports,AMER,9,17.48,157.32
2025-07-19,Food,APAC,62,40.04,2482.48
2025-07-19,Food,APAC,1,25.71,25.71
2025-07-19,Gadgets,EMEA,7,40.25,281.75
2025-07-19,Sports,AMER,33,30.6,1009.8
2025-07-19,Gadgets,AMER,3,22.53,67.59
2025-07-19,Gadgets,AMER,2,30.47,60.94
2025-07-19,Apparel,APAC,4,35.47,141.88
2025-07-19,Food,APAC,4,30.71,122.84
2025-07-19,Sports,APAC,7,16.51,115.57
2025-07-19,Home,EMEA,18,40.42,727.56
2025-07-19,Home,EMEA,14,29.33,410.62
2025-07-19,Apparel,EMEA,17,29.02,493.34
2025-07-19,Home,EMEA,20,29.7,594.0
2025-07-19,Home,EMEA,11,39.48,434.28
2025-07-19,Apparel,APAC,16,21.58,345.28
2025-07-19,Home,EMEA,6,24.0,144.0
2025-07-19,Home,AMER,15,41.41,621.15
2025-07-19,Apparel,APAC,30,22.87,686.1
2025-07-19,Food,APAC,6,45.32,271.92
2025-07-19,Home,AMER,5,40.54,202.7
2025-07-20,Home,EMEA,6,27.73,166.38
2025-07-20,Gadgets,AMER,9,43.15,388.35
2025-07-20,Food,AMER,6,45.3,271.8
2025-07-20,Food,AMER,19,26.71,507.49
2025-07-20,Food,EMEA,12,33.1,397.2
2025-07-20,Food,EMEA,4,44.99,179.96
2025-07-20,Apparel,APAC,5,24.26,121.3
2025-07-20,Apparel,AMER,4,32.04,128.16
2025-07-20,Gadgets,APAC,1,27.75,27.75
2025-07-20,Gadgets,APAC,3,24.76,74.28
2025-07-20,Apparel,APAC,36,31.31,1127.16
2025-07-20,Apparel,APAC,5,33.83,169.15
2025-07-20,Home,AMER,6,23.6,141.6
2025-07-20,Food,EMEA,22,22.01,484.22
2025-07-20,Apparel,AMER,2,21.79,43.58
2025-07-20,Home,APAC,1,34.08,34.08
2025-07-20,Food,AMER,5,27.08,135.4
2025-07-20,Gadgets,AMER,28,25.06,701.68
2025-07-20,Apparel,EMEA,3,25.41,76.23
2025-07-20,Home,APAC,2,25.12,50.24
2025-07-20,Sports,AMER,6,34.79,208.74
2025-07-20,Home,APAC,18,21.62,389.16
2025-07-20,Gadgets,AMER,3,32.86,98.58
2025-07-20,Food,AMER,3,35.64,106.92
2025-07-20,Sports,EMEA,6,46.01,276.06
2025-07-20,Gadgets,APAC,6,31.23,187.38
2025-07-21,Food,AMER,9,36.91,332.19
2025-07-21,Sports,AMER,6,24.18,145.08
2025-07-21,Food,APAC,10,31.92,319.2
2025-07-21,Home,EMEA,7,26.74,187.18
2025-07-21,Sports,AMER,19,30.01,570.19
2025-07-21,Gadgets,APAC,45,35.53,1598.85
2025-07-21,Apparel,APAC,5,26.96,134.8
2025-07-21,Gadgets,APAC,13,31.25,406.25
2025-07-21,Gadgets,APAC,8,22.29,178.32
2025-07-21,Apparel,AMER,12,32.81,393.72
2025-07-21,Home,AMER,12,27.87,334.44
2025-07-21,Sports,EMEA,3,31.34,94.02
2025-07-21,Gadgets,APAC,14,34.03,476.42
2025-07-21,Home,EMEA,2,31.54,63.08
2025-07-21,Home,EMEA,1,34.22,34.22
2025-07-21,Food,APAC,12,32.17,386.04
2025-07-21,Gadgets,AMER,3,37.95,113.85
2025-07-21,Sports,EMEA,5,21.92,109.6
2025-07-21,Food,EMEA,5,34.44,172.2
2025-07-21,Apparel,AMER,9,30.9,278.1
2025-07-21,Home,EMEA,12,31.96,383.52
2025-07-21,Food,EMEA,3,35.22,105.66
2025-07-21,Food,APAC,30,32.63,978.9
2025-07-21,Sports,EMEA,4,22.42,89.68
2025-07-21,Home,EMEA,18,28.4,511.2
2025-07-21,Food,AMER,23,24.59,565.57
2025-07-21,Apparel,EMEA,4,41.65,166.6
2025-07-21,Gadgets,AMER,8,18.98,151.84
2025-07-21,Apparel,AMER,3,22.27,66.81
2025-07-21,Home,AMER,5,27.39,136.95
2025-07-22,Home,APAC,1,25.56,25.56
2025-07-22,Gadgets,EMEA,11,39.66,436.26
2025-07-22,Home,EMEA,5,35.66,178.3
2025-07-22,Home,EMEA,38,49.77,1891.26
2025-07-22,Sports,APAC,42,38.5,1617.0
2025-07-22,Home,EMEA,17,28.04,476.68
2025-07-22,Gadgets,AMER,14,18.04,252.56
2025-07-22,Gadgets,APAC,23,45.86,1054.78
2025-07-22,Food,AMER,41,24.51,1004.91
2025-07-22,Apparel,APAC,6,34.59,207.54
2025-07-22,Apparel,APAC,8,35.91,287.28
2025-07-22,Sports,EMEA,5,49.0,245.0
2025-07-22,Sports,AMER,13,27.64,359.32
2025-07-22,Home,AMER,4,18.79,75.16
2025-07-22,Home,EMEA,24,27.26,654.24
2025-07-22,Home,AMER,8,27.99,223.92
2025-07-22,Food,APAC,7,31.15,218.05
2025-07-22,Apparel,AMER,5,31.32,156.6
2025-07-22,Apparel,APAC,2,29.89,59.78
2025-07-22,Gadgets,EMEA,1,28.18,28.18
2025-07-23,Sports,APAC,1,17.93,17.93
2025-07-23,Sports,APAC,15,30.04,450.6
2025-07-23,Home,EMEA,12,18.3,219.6
2025-07-23,Food,AMER,6,33.72,202.32
2025-07-23,Sports,AMER,5,27.2,136.0
2025-07-23,Gadgets,EMEA,1,29.97,29.97
2025-07-23,Food,APAC,4,23.72,94.88
2025-07-23,Gadgets,APAC,1,32.18,32.18
2025-07-23,Gadgets,AMER,13,32.48,422.24
2025-07-23,Home,AMER,18,21.05,378.9
